time,goodput,replaced
1575006309,60,60
1575006309,847,776
1575006309,132,61
1575006309,118,47
1575006309,128,57
1575006309,115,44
1575006309,116,45
1575006309,117,46
1575006309,135,64
1575006309,153,82
1575006309,178,107
1575006309,156,85
1575006309,149,78
1575006309,135,64
1575006309,97,26
1575006309,1018,947
1575006309,154,83
1575006309,215,144
1575006309,192,121
1575006309,186,115
1575006309,197,126
1575006309,181,110
1575006309,142,71
1575006309,142,71
1575006309,166,95
1575006309,177,106
1575006309,154,83
1575006309,136,65
1575006309,99,28
1575006309,702,631
1575006309,99,28
1575006309,93,22
1575006309,93,22
1575006309,93,22
1575006309,93,22
1575006309,93,22
1575006309,95,24
1575006309,93,22
1575006309,93,22
1575006309,93,22
1575006309,93,22
1575006309,93,22
1575006309,93,22
1575006309,93,22
1575006309,95,24
1575006309,93,22
1575006309,93,22
1575006309,93,22
1575006309,93,22
1575006309,93,22
1575006309,93,22
1575006309,95,24
1575006309,93,22
1575006309,93,22
1575006309,93,22
1575006309,95,24
1575006309,93,22
1575006309,93,22
1575006309,93,22
1575006309,95,24
1575006309,93,22
1575006309,93,22
1575006309,93,22
1575006309,93,22
1575006309,93,22
1575006309,93,22
1575006309,95,24
1575006309,95,24
1575006309,95,24
1575006309,93,22
1575006309,93,22
1575006309,93,22
1575006309,93,22
1575006309,93,22
1575006309,93,22
1575006309,93,22
1575006309,93,22
1575006309,93,22
1575006309,93,22
1575006309,93,22
1575006309,93,22
1575006309,93,22
1575006309,93,22
1575006309,93,22
1575006309,93,22
1575006309,93,22
1575006309,93,22
1575006309,93,22
1575006309,93,22
1575006309,3,3
1575006309,3,3
1575006309,3,3
1575006309,3,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
1575006309,4,3
