time,goodput,replaced
1575003464,3,3
1575003464,623,623
1575003464,611,611
1575003464,425,425
1575003464,313,313
1575003464,307,307
1575003464,299,299
1575003464,298,298
1575003464,294,294
1575003464,293,293
1575003464,292,292
1575003464,287,287
1575003464,286,286
1575003464,304,304
1575003464,316,316
1575003464,290,290
1575003464,271,271
1575003464,276,276
1575003464,263,263
1575003464,249,249
1575003464,388,388
1575003464,369,369
1575003464,354,354
1575003464,228,228
1575003464,216,216
1575003464,217,217
1575003464,216,216
1575003464,215,215
1575003464,215,215
1575003464,216,216
1575003464,214,214
1575003464,227,227
1575003464,231,231
1575003464,221,221
1575003464,212,212
1575003464,214,214
1575003464,234,234
1575003464,243,243
1575003464,248,248
1575003464,241,241
1575003464,251,251
1575003464,240,240
1575003464,262,262
1575003464,238,238
1575003464,249,248
1575003464,241,241
1575003464,252,252
1575003464,255,255
1575003464,256,256
1575003464,258,258
1575003464,266,266
1575003464,253,253
1575003464,245,245
1575003464,264,264
1575003464,274,274
1575003464,282,282
1575003464,328,328
1575003464,465,465
1575003464,429,429
1575003464,221,221
1575003464,194,194
1575003464,197,197
1575003464,203,203
1575003464,199,199
1575003464,189,189
1575003464,206,206
1575003464,192,192
1575003464,194,194
1575003464,199,199
1575003464,214,214
1575003464,243,243
1575003464,479,478
1575003464,466,466
1575003464,378,378
1575003464,230,230
1575003464,257,257
1575003464,253,253
1575003464,273,273
1575003464,291,291
1575003464,264,264
1575003464,265,265
1575003464,263,263
1575003464,287,287
1575003464,274,274
1575003464,448,448
1575003464,303,303
1575003464,322,322
1575003464,262,262
1575003464,338,338
1575003464,246,246
1575003464,248,248
1575003464,237,237
1575003464,251,251
1575003464,251,251
1575003464,246,246
1575003464,226,226
1575003464,224,224
1575003464,235,235
1575003464,218,218
1575003464,226,226
1575003464,218,218
1575003464,224,224
1575003464,230,230
1575003464,230,230
1575003464,229,229
1575003464,235,235
1575003464,225,225
1575003464,224,224
1575003464,217,217
1575003464,214,214
1575003464,217,217
1575003464,221,221
1575003464,222,222
1575003464,216,216
1575003464,216,216
1575003464,217,217
1575003464,216,216
1575003464,357,357
1575003464,389,389
1575003464,212,212
1575003464,215,215
1575003464,224,224
1575003464,223,223
1575003464,223,223
1575003464,222,222
1575003464,216,216
1575003464,229,229
1575003464,216,216
1575003464,214,214
1575003464,219,219
1575003464,234,234
1575003464,217,217
1575003464,215,215
1575003464,243,243
1575003464,264,264
1575003464,272,272
1575003464,244,244
1575003464,236,236
1575003464,234,234
1575003464,236,236
1575003464,222,222
1575003464,224,224
1575003464,222,222
1575003464,225,225
1575003464,224,224
1575003464,231,231
1575003464,238,238
1575003464,233,233
1575003464,248,248
1575003464,227,227
1575003464,227,227
1575003464,230,230
1575003464,225,224
1575003464,218,218
1575003464,227,227
1575003464,213,213
1575003464,223,223
1575003464,220,220
1575003464,223,223
1575003464,218,218
1575003464,215,215
1575003464,217,217
1575003464,216,216
1575003464,227,227
1575003464,223,223
1575003464,224,224
1575003464,223,223
1575003464,230,230
1575003464,232,232
1575003464,230,230
1575003464,219,219
1575003464,215,215
1575003464,216,216
1575003464,215,215
1575003464,215,215
1575003464,214,214
1575003464,215,215
1575003464,215,215
1575003464,217,217
1575003464,217,217
1575003464,216,216
1575003464,215,215
1575003464,215,215
1575003464,215,215
