time,goodput,replaced
1575007801,3,3
1575007801,613,613
1575007801,320,320
1575007801,322,322
1575007801,308,308
1575007801,308,308
1575007801,307,307
1575007801,314,314
1575007801,309,309
1575007801,296,296
1575007801,307,307
1575007801,296,296
1575007801,298,298
1575007801,293,293
1575007801,281,281
1575007801,274,274
1575007801,318,318
1575007801,270,270
1575007801,360,360
1575007801,294,294
1575007801,220,220
1575007801,223,223
1575007801,271,270
1575007801,386,386
1575007801,246,246
1575007801,233,233
1575007801,326,326
1575007801,243,243
1575007801,280,280
1575007801,284,284
1575007801,310,310
1575007801,321,321
1575007801,332,332
1575007801,323,323
1575007801,287,287
1575007801,265,265
1575007801,275,274
1575007801,296,296
1575007801,298,298
1575007801,438,438
1575007801,261,261
1575007801,258,258
1575007801,254,254
1575007801,356,356
1575007801,279,279
1575007801,279,278
1575007801,277,277
1575007801,243,243
1575007801,232,232
1575007801,272,272
1575007801,454,454
1575007801,189,189
1575007801,401,401
1575007801,215,215
1575007801,221,221
1575007801,224,224
1575007801,271,271
1575007801,296,296
1575007801,277,277
1575007801,316,316
1575007801,246,246
1575007801,237,237
1575007801,232,232
1575007801,246,246
1575007801,239,239
1575007801,296,296
1575007801,237,237
1575007801,260,260
1575007801,329,329
1575007801,273,273
1575007801,319,319
1575007801,196,196
1575007801,234,234
1575007801,461,461
1575007801,223,223
1575007801,220,220
1575007801,224,224
1575007801,282,282
1575007801,229,229
1575007801,256,256
1575007801,369,369
1575007801,334,334
1575007801,270,270
1575007801,355,355
1575007801,246,246
1575007801,225,225
1575007801,242,242
1575007801,234,234
1575007801,288,288
1575007801,276,276
1575007801,258,258
1575007801,263,263
1575007801,300,300
1575007801,261,261
1575007801,295,295
1575007801,300,300
1575007801,296,296
1575007801,277,277
1575007801,254,254
1575007801,242,242
1575007801,255,255
1575007801,453,453
1575007801,234,234
1575007801,265,265
1575007801,265,265
1575007801,245,245
1575007801,243,243
1575007801,257,257
1575007801,292,292
1575007801,271,271
1575007801,261,261
1575007801,266,266
1575007801,254,254
1575007801,249,249
1575007801,384,384
1575007801,291,291
1575007801,223,223
1575007801,243,243
1575007801,245,245
1575007801,270,270
1575007801,262,262
1575007801,382,382
1575007801,250,250
1575007801,422,422
1575007801,343,343
1575007801,217,217
1575007801,347,347
1575007801,230,230
1575007801,254,254
1575007801,223,223
1575007801,221,221
1575007801,217,217
1575007801,223,223
1575007801,311,311
1575007801,424,424
1575007801,250,250
1575007801,271,271
1575007801,257,257
1575007801,254,254
1575007801,247,246
1575007801,337,337
1575007801,220,220
1575007801,277,277
1575007801,286,286
1575007801,303,302
1575007801,300,300
1575007801,275,275
1575007801,258,258
1575007801,241,241
1575007801,448,448
1575007801,221,221
1575007801,238,238
1575007801,259,259
1575007801,306,306
1575007801,318,318
1575007801,271,271
1575007801,214,214
1575007801,216,216
1575007801,216,216
1575007801,295,294
1575007801,435,435
1575007801,219,219
1575007801,218,218
1575007801,230,230
1575007801,215,215
1575007801,285,285
1575007801,236,236
1575007801,299,299
1575007801,213,213
1575007801,220,220
1575007801,221,221
1575007801,252,252
1575007801,296,296
1575007801,262,262
1575007801,233,233
1575007801,219,219
1575007801,199,199
1575007801,210,210
1575007801,201,201
1575007801,185,185
1575007801,190,190
1575007801,289,289
1575007801,204,204
1575007801,337,337
1575007801,230,230
1575007801,220,220
1575007801,213,213
1575007801,278,278
1575007801,222,222
1575007801,222,222
1575007801,219,219
1575007801,217,217
1575007801,219,219
1575007801,225,225
1575007801,222,222
1575007801,311,311
1575007801,352,352
1575007801,294,294
1575007801,222,222
1575007801,227,227
1575007801,315,315
1575007801,205,205
1575007801,218,218
1575007801,203,203
1575007801,182,182
1575007801,196,196
1575007801,212,212
1575007801,184,184
1575007801,177,177
1575007801,308,308
1575007801,236,236
1575007801,230,230
1575007801,217,217
1575007801,217,217
1575007801,219,219
1575007801,227,227
1575007801,222,222
1575007801,232,232
1575007801,344,344
1575007801,279,279
1575007801,250,250
1575007801,234,234
1575007801,259,259
1575007801,268,268
1575007801,429,429
1575007801,249,249
1575007801,236,236
1575007801,230,230
1575007801,224,224
1575007801,220,220
1575007801,217,217
1575007801,202,202
1575007801,180,180
1575007801,180,180
1575007801,184,184
1575007801,289,289
1575007801,260,260
1575007801,378,378
1575007802,15951,15951
1575007802,6939,6939
1575007802,739,739
1575007802,914,914
1575007802,857,857
1575007802,854,854
1575007802,864,864
1575007802,1011,1011
1575007802,1048,1048
1575007802,1124,1124
1575007802,671,671
1575007802,145,145
1575007802,13222,13222
1575007802,1102,1102
1575007802,1479,1479
1575007802,1770,1770
1575007802,75,75
1575007802,89,89
1575007802,41,41
1575007802,834,834
1575007802,655,655
1575007802,449,449
1575007802,97,97
1575007802,10096,10096
1575007802,977,977
1575007802,1103,1103
1575007802,1544,1544
1575007802,1211,1211
1575007802,866,866
1575007802,908,908
1575007802,769,769
1575007802,703,703
1575007802,765,765
1575007802,78,78
1575007802,11765,11765
1575007802,1160,1160
1575007802,1519,1519
1575007802,1384,1384
1575007802,1350,1350
1575007802,1129,1129
1575007802,1109,1109
1575007802,793,793
1575007802,752,752
1575007802,429,429
1575007802,87,87
1575007802,11009,11009
1575007802,1027,1027
1575007802,964,964
1575007802,843,843
1575007802,838,838
1575007802,814,814
1575007802,919,919
1575007802,909,909
1575007802,622,622
1575007802,548,548
1575007802,56,56
1575007802,11442,11442
1575007802,1072,1001
1575007802,1269,1198
1575007802,1343,1272
1575007802,1370,1299
1575007802,956,885
1575007802,1307,1236
1575007802,1009,938
1575007802,797,726
1575007802,580,509
1575007802,125,54
1575007802,10413,10342
1575007802,1070,999
1575007802,1083,1012
1575007802,1357,1286
1575007802,1382,1311
1575007802,998,927
1575007802,1164,1093
1575007802,1056,985
1575007802,1076,1005
1575007802,666,595
1575007802,118,47
1575007802,8271,8200
1575007802,1416,1345
1575007802,1416,1345
1575007802,1162,1091
1575007802,1489,1418
1575007802,1420,1349
1575007802,1684,1613
1575007802,1376,1305
1575007802,1255,1184
1575007802,120,49
1575007802,9515,9444
1575007802,1226,1155
1575007802,1260,1189
1575007802,126,55
1575007802,6901,6830
1575007802,1497,1426
1575007802,1389,1318
1575007802,1504,1433
1575007802,1820,1749
1575007802,2014,1943
1575007802,2165,2094
1575007802,1788,1717
1575007802,122,51
1575007802,7031,6960
1575007802,1651,1580
1575007802,1531,1460
1575007802,1425,1354
1575007802,1420,1349
1575007802,1087,1016
1575007802,1193,1122
1575007802,1008,937
1575007802,122,51
1575007802,5912,5841
1575007802,2016,1945
1575007802,1478,1407
1575007802,1621,1550
1575007802,1794,1723
1575007802,2036,1965
1575007802,2264,2193
1575007802,253,253
1575007802,333,332
1575007802,360,359
1575007802,273,272
1575007802,258,257
1575007802,383,382
1575007802,332,331
1575007802,337,336
1575007802,367,366
1575007802,340,339
1575007802,328,327
1575007802,416,415
1575007802,271,270
1575007802,247,246
1575007802,230,229
1575007802,221,220
1575007802,220,219
1575007802,216,215
1575007802,225,224
1575007802,237,236
1575007802,265,264
1575007802,253,252
1575007802,329,328
1575007802,228,227
1575007802,241,240
1575007802,251,250
1575007802,227,226
1575007802,230,229
1575007802,228,227
1575007802,233,232
1575007802,245,244
1575007802,339,338
1575007802,278,277
1575007802,274,273
1575007802,318,317
1575007802,280,279
1575007802,409,408
1575007802,238,237
1575007802,433,432
1575007802,219,218
1575007802,230,229
1575007802,238,237
1575007802,239,238
1575007802,246,245
1575007802,267,266
1575007802,305,304
1575007802,423,422
1575007802,290,289
1575007802,310,309
1575007802,368,367
1575007802,303,302
1575007802,300,299
1575007802,374,373
1575007802,345,344
1575007802,263,262
1575007802,242,241
1575007802,244,243
1575007802,305,304
1575007802,426,425
1575007802,259,258
1575007802,243,242
1575007802,275,274
1575007802,273,272
1575007802,413,412
1575007802,268,267
1575007802,266,265
1575007802,341,340
1575007802,226,225
1575007802,220,219
1575007802,235,234
1575007802,255,254
1575007802,380,379
1575007802,394,393
1575007802,250,249
1575007802,233,232
1575007802,233,232
1575007802,248,247
1575007802,250,249
1575007802,269,268
1575007802,275,274
1575007802,276,275
1575007802,268,267
1575007802,275,274
1575007802,278,277
1575007802,298,297
1575007802,299,298
1575007802,299,298
1575007802,275,274
1575007802,266,265
1575007802,277,276
1575007802,278,277
1575007802,281,280
1575007802,287,286
1575007802,479,478
1575007802,246,245
1575007802,247,246
1575007802,248,247
1575007802,241,240
1575007802,224,223
1575007802,224,223
1575007802,226,225
1575007802,223,222
1575007802,238,237
1575007802,252,251
1575007802,252,251
1575007802,279,278
1575007802,289,288
1575007802,291,290
1575007802,279,278
1575007802,265,264
1575007802,282,281
1575007802,424,423
1575007802,260,259
1575007802,246,245
1575007802,242,241
1575007802,282,281
1575007802,280,279
1575007802,280,279
1575007802,295,294
1575007802,285,284
1575007802,546,545
1575007802,242,241
1575007802,242,241
1575007802,254,253
1575007802,278,277
1575007802,295,294
1575007802,297,296
1575007802,307,306
1575007802,318,317
1575007802,313,312
1575007802,318,317
1575007802,311,310
1575007802,321,320
1575007802,317,316
1575007802,523,522
1575007802,264,263
1575007802,251,250
1575007802,281,280
1575007802,296,295
1575007802,288,287
1575007802,277,276
1575007802,281,280
1575007802,249,248
1575007802,264,263
1575007802,280,279
1575007802,286,285
1575007802,277,276
1575007802,629,628
1575007802,267,266
1575007802,250,249
1575007802,232,231
1575007802,223,222
1575007802,236,235
1575007802,222,221
1575007802,218,217
1575007802,221,220
1575007802,217,216
1575007802,218,217
1575007802,221,220
1575007802,224,223
1575007802,221,220
1575007802,228,227
1575007802,223,222
1575007802,220,219
1575007802,251,250
1575007802,276,275
1575007802,274,273
1575007802,276,275
1575007802,318,317
1575007802,281,280
1575007802,308,307
1575007802,300,299
1575007802,286,285
1575007802,301,300
1575007802,359,358
1575007802,473,472
1575007802,250,249
1575007802,240,239
1575007802,229,228
1575007802,225,224
1575007802,271,270
1575007802,242,241
1575007802,238,237
1575007802,226,225
1575007802,218,217
1575007802,407,406
1575007802,273,272
1575007802,292,291
1575007802,290,289
1575007802,287,286
1575007802,260,259
1575007802,291,290
1575007802,282,281
1575007802,257,256
1575007802,244,243
1575007802,263,262
1575007802,244,243
1575007802,236,235
1575007802,328,327
1575007802,273,272
1575007802,291,290
1575007802,286,285
1575007802,369,368
1575007802,290,289
1575007802,234,233
1575007802,286,285
1575007802,293,292
1575007802,268,267
1575007802,250,249
1575007802,265,264
1575007802,279,278
1575007802,282,281
1575007802,290,289
1575007802,305,304
1575007802,292,291
1575007802,267,266
1575007802,350,349
1575007802,235,234
1575007802,224,223
1575007802,246,245
1575007802,237,236
1575007802,219,218
1575007802,270,269
1575007802,224,223
1575007802,267,266
1575007802,340,339
1575007802,328,327
1575007802,291,290
1575007803,2110,2039
1575007803,1894,1823
1575007803,138,67
1575007803,11519,11448
1575007803,7779,7708
1575007803,1781,1710
1575007803,1252,1181
1575007803,216,145
1575007803,6297,6226
1575007803,1600,1529
1575007803,2184,2113
1575007803,144,73
1575007803,7971,7900
1575007803,3871,3800
1575007803,2556,2485
1575007803,220,149
1575007803,20763,20692
1575007803,974,903
1575007803,723,652
1575007803,730,659
1575007803,842,771
1575007803,612,541
1575007803,564,493
1575007803,698,627
1575007803,813,742
1575007803,535,464
1575007803,182,111
1575007803,9190,9119
1575007803,1227,1156
1575007803,828,757
1575007803,866,795
1575007803,889,818
1575007803,1080,1009
1575007803,906,835
1575007803,752,681
1575007803,676,605
1575007803,705,634
1575007803,130,59
1575007803,11364,11293
1575007803,1006,935
1575007803,1270,1199
1575007803,921,850
1575007803,946,875
1575007803,924,853
1575007803,1190,1119
1575007803,863,792
1575007803,818,747
1575007803,714,643
1575007803,133,62
1575007803,10631,10560
1575007803,932,861
1575007803,1102,1031
1575007803,1284,1213
1575007803,869,798
1575007803,1189,1118
1575007803,1192,1121
1575007803,1399,1328
1575007803,860,789
1575007803,1027,956
1575007803,117,46
1575007803,11689,11618
1575007803,1018,947
1575007803,1150,1079
1575007803,1086,1015
1575007803,1047,976
1575007803,807,736
1575007803,913,842
1575007803,816,745
1575007803,871,800
1575007803,570,499
1575007804,115,44
1575007804,8486,8415
1575007804,907,836
1575007804,718,647
1575007804,778,707
1575007804,960,889
1575007804,1215,1144
1575007804,858,787
1575007804,925,854
1575007804,910,839
1575007804,911,840
1575007804,110,39
1575007804,8721,8650
1575007804,967,896
1575007804,1167,1096
1575007804,1061,990
1575007804,1276,1205
1575007804,1338,1267
1575007804,1699,1628
1575007804,1127,1056
1575007804,1287,1216
1575007804,1183,1112
1575007804,115,44
1575007804,7684,7613
1575007804,1111,1040
1575007804,1082,1011
1575007804,1202,1131
1575007804,833,762
1575007804,918,847
1575007804,1257,1186
1575007804,1006,935
1575007804,1080,1009
1575007804,1179,1108
1575007804,122,51
1575007804,6303,6232
1575007804,1289,1218
1575007804,1101,1030
1575007804,1443,1372
1575007804,1080,1009
1575007804,1081,1010
1575007804,1122,1051
1575007804,1170,1099
1575007804,871,800
1575007804,807,736
1575007804,111,40
1575007804,2604,2533
1575007804,704,633
1575007804,867,796
1575007804,921,850
1575007804,926,855
1575007804,849,778
1575007804,754,683
1575007804,107,36
1575007804,28405,28334
1575007804,3559,3488
1575007804,957,886
1575007804,928,857
1575007804,971,900
1575007804,947,876
1575007804,960,889
1575007804,907,836
1575007804,1087,1016
1575007804,930,859
1575007804,761,690
1575007804,194,123
